Name,CNPJ,Portfolio Manager,Last_Assets_date
KONDOR MAX FIC MULTIMERCADO,08.921.000/0001-36,Rodrigo de Almeida Veiga,2019-01-31 00:00:00
LACAN EQUILÍBRIO INSTITUCIONAL FI MULTIMERCADO,07.337.981/0001-06,Luiz Augusto de Oliveira Candiota,2019-01-31 00:00:00
LACAN FI RENDA FIXA LP,23.951.054/0001-38,Luiz Augusto de Oliveira Candiota,2019-01-31 00:00:00
LACAN VALOR FI AÇÕES,12.283.757/0001-19,Luiz Augusto de Oliveira Candiota,2019-01-31 00:00:00
LANX CAPITAL 7030 FI AÇÕES,21.186.475/0001-94,Tulio Silva Ribeiro,2019-01-31 00:00:00
LECCA PREMIUM FIC MULTIMERCADO LP,23.883.391/0001-35,Francisco Eduardo da Costa Carvalho,2019-01-31 00:00:00
LEROSA ANTARES FI MULTIMERCADO,19.351.273/0001-09,Fernando Ferreira Leite,2019-01-31 00:00:00
LEROSA MODERADO FI MULTIMERCADO,11.690.117/0001-60,Fernando Ferreira Leite,2019-01-31 00:00:00
LFI PRIVATE STOCKS FI AÇÕES,10.922.627/0001-53,Marcelo Vieira Elaiuy,2019-01-31 00:00:00
LIFETIME BALANCED FIC MULTIMERCADO,24.038.672/0001-54,Josian Barroso Teixeira,2019-01-31 00:00:00
LINX FIC RENDA FIXA,12.412.479/0001-52,Ricardo Pereira de Almeida,2019-02-01 00:00:00
LIS VALUE FI AÇÕES,24.325.422/0001-03,Fernando Telles de Sousa Fróes Cardozo de Pina,2019-01-31 00:00:00
LOGOS II FIC MULTIMERCADO,15.559.373/0001-74,Luiz Henrique Guerra,2019-01-31 00:00:00
LOGOS MASTER FI MULTIMERCADO,15.559.384/0001-54,Luiz Henrique Guerra,2019-01-31 00:00:00
LSC FI MULTIMERCADO LP,09.478.646/0001-53,Marcelo Marques da Silva,2019-01-31 00:00:00
LUMINUS FI AÇÕES,11.741.429/0001-56,Rodrigo Kretly Boselli,2019-01-31 00:00:00
MAAM FI AÇÕES BDR NÍVEL I,15.350.702/0001-72,Bruno Machado de Almeida,2019-01-31 00:00:00
MAGLIANO AZIONI FI AÇÕES,07.404.959/0001-31,Julio Cesar Lopes de Oliveira,2019-01-31 00:00:00
MAGLIANO BRASIL PLURAL HIGH YIELD FIC RENDA FIXA CRÉDITO PRIVADO,01.597.964/0001-21,Julio Cesar Lopes de Oliveira,2019-01-31 00:00:00
MAPFRE ASTURIAS FI MULTIMERCADO,14.168.622/0001-38,Elíseo João Viciana,2019-01-31 00:00:00
MAPFRE FI AÇÕES,09.296.009/0001-66,Elíseo João Viciana,2019-01-31 00:00:00
MAPFRE FI CAMBIAL I,20.077.065/0001-42,Elíseo João Viciana,2019-01-31 00:00:00
MAPFRE FI RENDA FIXA,08.610.270/0001-26,Elíseo João Viciana,2019-02-01 00:00:00
MAPFRE FI RENDA FIXA CRÉDITO PRIVADO LP,17.137.268/0001-72,Elíseo João Viciana,2019-01-31 00:00:00
MAPFRE I FI RENDA FIXA REFERENCIADO DI,73.970.642/0001-97,Elíseo João Viciana,2019-02-01 00:00:00
MAPFRE II FI RENDA FIXA REFERENCIADO DI,07.906.349/0001-36,Elíseo João Viciana,2019-02-01 00:00:00
MAPFRE INVERSION FI MULTIMERCADO,07.187.591/0001-05,Elíseo João Viciana,2019-01-31 00:00:00
MAPFRE SMALL FI AÇÕES,09.296.022/0001-15,Elíseo João Viciana,2019-01-31 00:00:00
MASTER FIC RENDA FIXA REFERENCIADO DI,03.515.596/0001-50,Tatiana Grecco,2019-02-01 00:00:00
MAUÁ ABSOLUTO FIC MULTIMERCADO,08.929.653/0001-61,Luis Alberto Pimenta Garcia,2019-01-31 00:00:00
MAUÁ INSTITUCIONAL FIC MULTIMERCADO,18.048.639/0001-02,Luis Alberto Pimenta Garcia,2019-01-31 00:00:00
MAUÁ IPCA HEDGE II FIC MULTIMERCADO,17.858.510/0001-05,Luis Alberto Pimenta Garcia,2019-01-31 00:00:00
MAUÁ MACRO FIC MULTIMERCADO,05.903.038/0001-98,Luis Alberto Pimenta Garcia,2019-01-31 00:00:00
MAXI IB FIC RENDA FIXA REFERENCIADO DI,68.971.183/0001-26,Tatiana Grecco,2019-02-01 00:00:00
MAXI PREMIUM FIC RENDA FIXA,04.222.383/0001-01,Tatiana Grecco,2019-01-31 00:00:00
MB INSTITUIÇÕES FINANCEIRAS FI AÇÕES,14.632.925/0001-60,Jose Maria Ribeiro de Melo,2019-01-31 00:00:00
MB MASTER FI RENDA FIXA REFERENCIADO DI LP,00.598.452/0001-17,Jose Maria Ribeiro de Melo,2019-01-31 00:00:00
MB MATIC FI RENDA FIXA LP,04.570.232/0001-36,Jose Maria Ribeiro de Melo,2019-01-31 00:00:00
META PLUS FI MULTIMERCADO,07.967.083/0001-31,Alexandre Horstmann,2019-01-31 00:00:00
META VALOR FI AÇÕES,07.899.238/0001-40,Alexandre Horstmann,2019-01-31 00:00:00
MÉTODO AÇÕES FIC AÇÕES,25.098.042/0001-38,Alexandre de Lima Ghirghi,2019-01-31 00:00:00
MIM 104 FIC AÇÕES,24.215.278/0001-44,Leonardo de Andrade Linhares,2019-01-31 00:00:00
MINT BATALHA VALUE FI AÇÕES,10.382.858/0001-11,Franco Rossato Dal Pont,2019-01-31 00:00:00
MIRAE ASSET DISCOVERY DIVIDENDOS FI AÇÕES,09.577.098/0001-19,André Moura Pimentel,2019-01-31 00:00:00
MIRAE ASSET IBOVESPA ATIVO FI AÇÕES,11.542.062/0001-41,André Moura Pimentel,2019-01-31 00:00:00
MIRAE ASSET IBOVESPA ATIVO GOLD FI AÇÕES,12.227.865/0001-74,André Moura Pimentel,2019-01-31 00:00:00
MIRAE ASSET IMA-B FI RENDA FIXA,13.554.383/0001-91,André Moura Pimentel,2019-01-31 00:00:00
MIRAE ASSET MACRO STRATEGY FI MULTIMERCADO,18.908.578/0001-06,André Moura Pimentel,2019-01-31 00:00:00
MOAT CAPITAL EQUITY HEDGE FIC MULTIMERCADO,24.140.256/0001-62,Luiz Paulo Corrêa Aranha,2019-01-31 00:00:00
MOAT CAPITAL FIC AÇÕES,20.658.576/0001-58,Luiz Paulo Corrêa Aranha,2019-01-31 00:00:00
MODAL LION FI MULTIMERCADO CRÉDITO PRIVADO,06.893.041/0001-30,Luiz Eduardo Mendes de Almeida Portella,2019-01-31 00:00:00
MÓDULO INSTITUCIONAL FI AÇÕES BDR NÍVEL I,06.118.222/0001-90,Ricardo Schenker Wajnberg,2019-01-31 00:00:00
MOGNO FI AÇÕES,20.468.028/0001-65,Ricardo de Campos,2019-01-31 00:00:00
MONGERAL AEGON FIC AÇÕES,16.961.689/0001-50,Claudio Menezes Wanderley Pires,2019-01-31 00:00:00
MONGERAL AEGON FI MULTIMERCADO,14.115.116/0001-80,Claudio Menezes Wanderley Pires,2019-01-31 00:00:00
MONGERAL AEGON FI RENDA FIXA,11.435.287/0001-07,Claudio Menezes Wanderley Pires,2019-01-31 00:00:00
MONGERAL AEGON HEDGE FI MULTIMERCADO LP,22.128.319/0001-30,Claudio Menezes Wanderley Pires,2019-01-31 00:00:00
MONGERAL AEGON INFLAÇÃO FI RENDA FIXA REFERENCIADO IMA-B LP,14.115.118/0001-70,Claudio Menezes Wanderley Pires,2019-01-31 00:00:00
MONGERAL AEGON INSTITUCIONAL FI RENDA FIXA CRÉDITO PRIVADO LP,19.488.768/0001-84,Claudio Menezes Wanderley Pires,2019-01-31 00:00:00
MORE GLOBAL FI RENDA FIXA CRÉDITO PRIVADO LP,23.600.995/0001-27,David Kim,2019-01-31 00:00:00
MORE HEDGE FI MULTIMERCADO,26.452.285/0001-95,David Kim,2019-01-31 00:00:00
MOSAICO FI AÇÕES,08.845.635/0001-00,Luiz Otávio Bianchini Laydner,2019-01-31 00:00:00
MULTINVEST FI AÇÕES,13.608.335/0001-39,Leandro Wanderley Campos,2019-01-31 00:00:00
MULTINVEST FI MULTIMERCADO,09.601.197/0001-99,Leandro Wanderley Campos,2019-01-31 00:00:00
MURANO FIC MULTIMERCADO,09.586.692/0001-76,Christiano dos Santos Mendes Pereira,2019-01-31 00:00:00
NAVI INSTITUCIONAL FI AÇÕES,14.113.340/0001-33,Felipe Babo Lessa Campos,2019-01-31 00:00:00
NC EAGLE FIC MULTIMERCADO,05.257.287/0001-53,Rodrigo Galindo,2019-01-31 00:00:00
NCH MARACANÃ FI AÇÕES,17.759.778/0001-81,James Samuel Gulbrandsen,2019-01-31 00:00:00
NC MAM FIC MULTIMERCADO,14.146.735/0001-32,Rodrigo Galindo,2019-01-31 00:00:00
NC RAPTOR FI RENDA FIXA REFERENCIADO DI,14.180.021/0001-40,Luiz Eduardo Mendes de Almeida Portella,2019-02-01 00:00:00
NEO MULTI ESTRATÉGIA 30 FEEDER FIC MULTIMERCADO,08.771.538/0001-01,Marcelo Navarro Soares Cabral,2019-01-31 00:00:00
NOVUS CAPITAL INSTITUCIONAL FIC MULTIMERCADO,06.301.947/0001-19,Rodrigo Galindo,2019-01-31 00:00:00
NOVUS CAPITAL MACRO FIC MULTIMERCADO,14.146.726/0001-41,Rodrigo Galindo,2019-01-31 00:00:00
NTN-B ATIVO FI MULTIMERCADO,23.333.855/0001-30,Manoel Evaristo Ferreira Junior,2019-01-31 00:00:00
OCCAM EQUITY HEDGE FIC MULTIMERCADO,11.403.956/0001-50,Carlos Eduardo de Medeiros Rocha,2019-01-31 00:00:00
OCCAM FIC AÇÕES,11.628.883/0001-03,Carlos Eduardo de Medeiros Rocha,2019-01-31 00:00:00
OCCAM FI CAMBIAL,23.711.486/0001-71,Carlos Eduardo de Medeiros Rocha,2019-01-31 00:00:00
OCCAM INSTITUCIONAL II FIC MULTIMERCADO,15.578.417/0001-03,Carlos Eduardo de Medeiros Rocha,2019-01-31 00:00:00
OCCAM LONG & SHORT PLUS FIC AÇÕES,17.164.789/0001-19,Carlos Eduardo de Medeiros Rocha,2019-01-31 00:00:00
OPPORTUNITY LÓGICA II FIC AÇÕES,00.185.259/0001-54,Dorio Ferman,2019-01-31 00:00:00
OPPORTUNITY LONG BIASED FIC MULTIMERCADO,18.471.807/0001-78,Luiz Felipe Constantino,2019-01-31 00:00:00
OPPORTUNITY MARKET FIC MULTIMERCADO,00.947.958/0001-94,Bruno Bak,2019-01-31 00:00:00
OPPORTUNITY SELECTION FIC AÇÕES,13.106.983/0001-97,Luiz Felipe Constantino,2019-01-31 00:00:00
OPPORTUNITY TOP FIC RENDA FIXA REFERENCIADO DI,06.964.949/0001-98,Bruno Palermo,2019-02-01 00:00:00
OPPORTUNITY TOTAL FIC MULTIMERCADO,05.448.587/0001-10,Bruno Bak,2019-01-31 00:00:00
OPUS FIC MULTIMERCADO CRÉDITO PRIVADO,08.611.431/0001-04,Ricardo Hausen Lamas,2019-01-31 00:00:00
OPUS FIC RENDA FIXA CRÉDITO PRIVADO,19.941.622/0001-42,Ricardo Hausen Lamas,2019-01-31 00:00:00
OPUS FI RENDA FIXA CRÉDITO PRIVADO,18.897.483/0001-34,Ricardo Hausen Lamas,2019-02-01 00:00:00
ÓRAMA AÇÕES FIC AÇÕES,19.531.908/0001-50,Roberto Campos Rocha,2019-01-31 00:00:00
ÓRAMA BOLSA MID LARGE SMALL CAP FI AÇÕES,13.966.586/0001-95,Roberto Campos Rocha,2019-01-31 00:00:00
ÓRAMA BTG PACTUAL HEDGE PLUS FIC MULTIMERCADO,12.565.080/0001-01,Roberto Campos Rocha,2019-01-31 00:00:00
ÓRAMA DEBÊNTURES INCENTIVADAS FI MULTIMERCADO CRÉDITO PRIVADO,24.552.346/0001-60,Roberto Campos Rocha,2019-01-31 00:00:00
ÓRAMA DI TESOURO FI RENDA FIXA SIMPLES LP,12.823.610/0001-74,Roberto Campos Rocha,2019-01-31 00:00:00
ÓRAMA GÁVEA MACRO FIC MULTIMERCADO,17.405.528/0001-43,Roberto Campos Rocha,2019-01-31 00:00:00
ÓRAMA INFLAÇÃO IPCA FI RENDA FIXA LP,13.966.590/0001-53,Roberto Campos Rocha,2019-01-31 00:00:00
ÓRAMA OPPORTUNITY TOTAL FIC MULTIMERCADO,12.105.775/0001-00,Roberto Campos Rocha,2019-01-31 00:00:00
ÓRAMA OURO FI MULTIMERCADO,09.601.190/0001-77,Roberto Campos Rocha,2019-01-31 00:00:00
OURO PRETO REAL FIC MULTIMERCADO LP,23.970.201/0001-17,Leandro Turaça,2019-01-31 00:00:00
PACIFICO AÇÕES FIC AÇÕES,14.083.797/0001-42,Carlos Eduardo Teixeira Ramos,2019-01-31 00:00:00
PACIFICO AZUL FIC MULTIMERCADO,14.083.801/0001-72,Felipe de Moraes Padua,2019-01-31 00:00:00
PACIFICO CORPORATE FI MULTIMERCADO CRÉDITO PRIVADO,19.719.468/0001-69,Felipe de Moraes Padua,2019-01-31 00:00:00
PACIFICO LB FIC MULTIMERCADO,17.002.861/0001-01,Carlos Eduardo Teixeira Ramos,2019-01-31 00:00:00
PACIFICO MACRO FIC MULTIMERCADO,22.354.046/0001-41,Felipe de Moraes Padua,2019-01-31 00:00:00
PAINEIRAS HEDGE II FIC MULTIMERCADO I,08.815.403/0001-09,Gerald Frank Medley,2019-01-31 00:00:00
PAINEIRAS HEDGE M FIC MULTIMERCADO,21.581.510/0001-70,Gerald Frank Medley,2019-01-31 00:00:00
PANDHORA FEEDER FIC MULTIMERCADO,24.140.265/0001-53,Pedro Lacerda de Camargo,2019-01-31 00:00:00
PAULISTA FI RENDA FIXA,00.828.371/0001-66,Daniel Doll Lemos,2019-01-31 00:00:00
PAVA FI AÇÕES,01.745.808/0001-60,Renato Opice Sobrinho,2019-01-31 00:00:00
PERFIN EQUITY HEDGE 15 FIC MULTIMERCADO,12.430.167/0001-71,Ralph Gustavo Rosenberg Whitaker Carneiro,2019-01-31 00:00:00
PERFIN INSTITUCIONAL FIC AÇÕES,10.608.762/0001-29,Ralph Gustavo Rosenberg Whitaker Carneiro,2019-01-31 00:00:00
PERIMETER FI AÇÕES,14.076.654/0001-03,Daniel Magalhães,2019-01-31 00:00:00
PER VALUE FI AÇÕES,03.962.060/0001-83,José Luiz de Almeida Nogueira Junqueira,2019-01-31 00:00:00
PHILADELPHIA FI MULTIMERCADO CRÉDITO PRIVADO,17.147.542/0001-94,Hermann Alexander Leitao Steinbach Von Uslar,2019-01-31 00:00:00
PILOTIS FI AÇÕES,12.332.239/0001-48,Cristiano Rodriguez Pinelli,2019-01-31 00:00:00
PLANNER ADVANCED FI AÇÕES,08.825.643/0001-86,Mauro Mazzaro,2019-01-31 00:00:00
PLANNER CASH FIC MULTIMERCADO,02.033.688/0001-31,Mauro Mazzaro,2019-01-31 00:00:00
PLANNER FI MULTIMERCADO,01.375.954/0001-41,Mauro Mazzaro,2019-01-31 00:00:00
PLANNER TOP MANAGERS FIC MULTIMERCADO,09.162.973/0001-00,Mauro Mazzaro,2019-01-31 00:00:00
PLATINA TRADING FI MULTIMERCADO,16.566.519/0001-71,Paulo Fernando Carvalho de Oliveira,2019-01-31 00:00:00
PLATINUM CAPITAL ABSOLUTO FI AÇÕES,12.553.578/0001-54,Eduardo Lourival do Valle Dias,2019-01-31 00:00:00
POLO MACRO FI MULTIMERCADO,11.228.500/0001-00,Cláudio José Carvalho de Andrade,2019-01-31 00:00:00
POLO NORTE I FIC MULTIMERCADO,07.013.315/0001-12,Cláudio José Carvalho de Andrade,2019-01-31 00:00:00
PORT MM MULTIGESTORES FIC MULTIMERCADO LP,05.069.379/0001-00,Pedro Ayres Lérias,2019-01-31 00:00:00
PORTO SEGURO ALOCAÇÃO FIC MULTIMERCADO,17.092.258/0001-68,Izak Rafael Benaderet,2019-01-31 00:00:00
PORTO SEGURO CLÁSSICO FIC RENDA FIXA LP,02.603.461/0001-84,Izak Rafael Benaderet,2019-01-31 00:00:00
PORTO SEGURO FIC AÇÕES,00.398.561/0001-90,Marcelo Albiero de Faria,2019-01-31 00:00:00
PORTO SEGURO FIC RENDA FIXA REFERENCIADO DI,18.716.322/0001-05,Izak Rafael Benaderet,2019-01-31 00:00:00
PORTO SEGURO FI RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,18.719.154/0001-01,Izak Rafael Benaderet,2019-02-01 00:00:00
PORTO SEGURO IMA-B5 FIC RENDA FIXA LP,24.011.864/0001-77,Izak Rafael Benaderet,2019-01-31 00:00:00
PORTO SEGURO JURO REAL FIC RENDA FIXA LP,21.625.026/0001-03,Izak Rafael Benaderet,2019-01-31 00:00:00
PORTO SEGURO MACRO FIC MULTIMERCADO,00.400.490/0001-13,Izak Rafael Benaderet,2019-01-31 00:00:00
PORTO SEGURO SELECTA FIC AÇÕES,17.787.909/0001-34,Marcelo Albiero de Faria,2019-01-31 00:00:00
PORTO SEGURO SOBERANO FI RENDA FIXA REFERENCIADO DI,03.233.070/0001-88,Izak Rafael Benaderet,2019-02-01 00:00:00
PRATICBEC FI RENDA FIXA CURTO PRAZO,00.825.076/0001-56,Ricardo Pereira de Almeida,2019-02-01 00:00:00
PREMIUM FIC RENDA FIXA REFERENCIADO DI,01.972.291/0001-42,Tatiana Grecco,2019-02-01 00:00:00
PRESERVAÇÃO FIC MULTIMERCADO CRÉDITO PRIVADO,19.726.255/0001-64,Rodrigo dos Santos Menon,2019-01-31 00:00:00
PRISMA FI AÇÕES,07.018.136/0001-78,João Moraes da Costa Marques,2019-01-31 00:00:00
PRIVATTO FI AÇÕES,07.094.389/0001-20,Daniel Doll Lemos,2019-01-31 00:00:00
PROPEL AXIS I FI MULTIMERCADO CRÉDITO PRIVADO,16.575.251/0001-34,Arnaldo Ferreira Braga Neto,2019-01-31 00:00:00
PRÓPRIO CAPITAL FI AÇÕES,10.756.685/0001-54,Rafael Costa da Silva,2019-01-31 00:00:00
PRÓSPERO ADINVEST FI AÇÕES,01.723.830/0001-00,Octávio Pires Vaz Filho,2019-01-31 00:00:00
QUANTITAS CÓRSEGA FIC RENDA FIXA CRÉDITO PRIVADO,25.423.201/0001-22,Rogério Sebastião Braga,2019-01-31 00:00:00
QUANTITAS MALLORCA FIC MULTIMERCADO,22.918.359/0001-85,Rogério Sebastião Braga,2019-01-31 00:00:00
QUANTITAS MASTER FI MULTIMERCADO,22.918.378/0001-01,Rogério Sebastião Braga,2019-01-31 00:00:00
QUANTITAS MONTECRISTO FI AÇÕES,11.451.917/0001-29,Wagner Faccini Salaverry,2019-01-31 00:00:00
QUELUZ FI RENDA FIXA LP,08.893.177/0001-76,Sylvio Botto de Barros,2019-01-31 00:00:00
QUELUZ VALOR FI AÇÕES,09.289.072/0001-75,Mauricio Moura Justo,2019-01-31 00:00:00
RB CAPITAL DEBÊNTURES INCENTIVADAS FIC MULTIMERCADO CRÉDITO PRIVADO,23.565.840/0001-05,Régis Dall´Agnese,2019-01-31 00:00:00
RB CAPITAL FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,18.454.917/0001-21,Régis Dall´Agnese,2019-02-01 00:00:00
REAL INVESTOR FI AÇÕES,10.500.884/0001-05,Cesar Augusto Lopes Paiva,2019-01-31 00:00:00
RENDBEC FI RENDA FIXA REFERENCIADO DI,00.825.073/0001-12,Ricardo Pereira de Almeida,2019-02-01 00:00:00
RENDIMENTO FI AÇÕES,13.089.218/0001-06,Carlos Alberto Saraiva,2019-01-31 00:00:00
RESERVA GRÁFICA VERMELHO FI RENDA FIXA SIMPLES,23.352.212/0001-33,Paulo Pereira Miguel,2019-01-31 00:00:00
REVENTON FI MULTIMERCADO,10.608.695/0001-42,Ralph Gustavo Rosenberg Whitaker Carneiro,2019-01-31 00:00:00
RIO ABSOLUTO FI MULTIMERCADO,17.155.131/0001-40,Cristiano Rodriguez Pinelli,2019-01-31 00:00:00
RIO ARBITRAGEM FI MULTIMERCADO,07.967.080/0001-06,Cristiano Rodriguez Pinelli,2019-01-31 00:00:00
RIO BRAVO APOLLO FIC MULTIMERCADO,26.344.425/0001-01,Paulo André Porto Bilyk,2019-01-31 00:00:00
RIO BRAVO FI RENDA FIXA CRÉDITO PRIVADO,09.543.255/0001-75,Paulo André Porto Bilyk,2019-01-31 00:00:00
RIO BRAVO FUNDAMENTAL FI AÇÕES,06.940.782/0001-25,Paulo André Porto Bilyk,2019-01-31 00:00:00
RIO BRAVO JUROS FIC MULTIMERCADO,12.287.639/0001-89,Paulo André Porto Bilyk,2019-01-31 00:00:00
RIO BRAVO LIQUIDEZ FI RENDA FIXA REFERENCIADO DI,09.075.571/0001-60,Paulo André Porto Bilyk,2019-01-31 00:00:00
RIO BRAVO PANDAS FIC MULTIMERCADO,22.407.091/0001-17,Paulo André Porto Bilyk,2019-01-31 00:00:00
RIO MACRO FIC MULTIMERCADO,22.504.083/0001-99,Cristiano Rodriguez Pinelli,2019-01-31 00:00:00
RIO TARGET FI AÇÕES,07.122.376/0001-18,Cristiano Rodriguez Pinelli,2019-01-31 00:00:00
RIO VERDE SMALL CAPS FI AÇÕES,07.420.595/0001-83,Eduardo Franzini Alves Cavalheiro,2019-01-31 00:00:00
RIVIERA INSTITUCIONAL FIC RENDA FIXA,22.415.761/0001-47,Thiago Ferreira Horta Figueiredo,2019-01-31 00:00:00
ROSENBERG MACRO FIC MULTIMERCADO,22.003.868/0001-88,Marcos Antonio Mollica,2019-01-31 00:00:00
SAFARI CARLU FIC MULTIMERCADO,25.316.460/0001-54,Marcelo Franzini Alves Cavalheiro,2019-01-31 00:00:00
SAFRA ABSOLUTO 30 DISTRIBUIDORES FIC MULTIMERCADO,18.207.057/0001-21,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA CAMBIAL SUPER FIC CAMBIAL,05.495.393/0001-75,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA CAPITAL MARKET 30 FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,20.394.349/0001-62,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA CAPITAL MARKET CORPORATE FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,04.331.424/0001-90,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA CAPITAL MARKET INSTITUCIONAL FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,03.593.195/0001-19,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA CAPITAL MARKET MAX FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,10.243.362/0001-67,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA CAPITAL MARKET PREMIUM FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,17.254.044/0001-40,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA CAPITAL MARKET PROFIT FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,07.470.268/0001-36,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA CAPITAL MARKET VIP FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,17.971.054/0001-05,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA CARTEIRA FI CAMBIAL,04.103.968/0001-02,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA CARTEIRA INSTITUCIONAL FI MULTIMERCADO,08.160.794/0001-62,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA CARTEIRA PREMIUM FI MULTIMERCADO,17.253.869/0001-40,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA CONSUMO AMERICANO FIC AÇÕES BDR NÍVEL I,19.436.835/0001-17,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA CONSUMO FIC AÇÕES,03.848.524/0001-25,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EQUITY PORTFÓLIO PB FIC AÇÕES,14.476.729/0001-43,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EQUITY PORTFÓLIO SPECIAL FIC AÇÕES,47.178.215/0001-60,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXECUTIVE 2 FI RENDA FIXA,10.787.647/0001-69,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXECUTIVE CORPORATE FIC RENDA FIXA,03.593.150/0001-44,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXECUTIVE FIC RENDA FIXA,00.222.816/0001-60,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXECUTIVE MAX FIC RENDA FIXA,00.180.995/0001-10,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXECUTIVE PLUS FIC RENDA FIXA,02.120.736/0001-29,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXECUTIVE PREMIUM FIC RENDA FIXA,17.254.088/0001-70,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXECUTIVE PROFIT FIC RENDA FIXA,03.826.405/0001-71,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXECUTIVE SPECIAL FIC RENDA FIXA,01.625.681/0001-46,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXPORTAÇÃO FI AÇÕES,06.888.302/0001-24,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXTRA 180 FI RENDA FIXA CRÉDITO PRIVADO,17.254.017/0001-78,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXTRA 90 CORPORATE FIC RENDA FIXA CRÉDITO PRIVADO,17.161.576/0001-33,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXTRA 90 FIC RENDA FIXA CRÉDITO PRIVADO,17.161.620/0001-05,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXTRA BANCOS FIC RENDA FIXA CRÉDITO PRIVADO,20.441.483/0001-77,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA EXTRA FIC RENDA FIXA CRÉDITO PRIVADO,14.414.357/0001-20,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA FARADAY FIC MULTIMERCADO,21.144.666/0001-93,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA FARADAY SPECIAL FIC MULTIMERCADO,26.111.809/0001-84,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA FIC AÇÕES BDR NÍVEL I,18.770.648/0001-02,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA GALILEO DISTRIBUIDORES FIC MULTIMERCADO,20.391.600/0001-35,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA GLOBAL EQUITIES FI MULTIMERCADO,19.226.446/0001-67,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA HIGH YIELD FIC MULTIMERCADO,07.908.988/0001-30,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA HIGH YIELD FI MULTIMERCADO,04.874.564/0001-04,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA IMA FIC RENDA FIXA,10.787.822/0001-18,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA INFLATION FIC RENDA FIXA,05.108.368/0001-91,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA INFRAESTRUTURA FI AÇÕES,08.471.087/0001-97,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA KEPLER EQUITY HEDGE FI MULTIMERCADO,25.079.578/0001-06,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
